TivB7,34911,virB7-TriE,Inc?,pB182,42,100.0
TivB7,34911,VirB7,Inc?,pJEG027,42,85.7
TivB7,34911,"PilX7protein,T4SSVirB7component",Inc?,R485,42,100.0
TivB7,34911,Pilx7protein,Inc?,pOLA52,42,100.0
TivB7,21156,TrbH,Inc?,pLPU83a,148,*
TivB7,20473,TrbHmatingpairformationprote,Inc?,pAKD4,155,100.0
TivB7,20473,TrbHmatingpairformationprotein,incp,pIJB1,155,*
TivB7,75932,TraVprotein,Inc?,5,183,100.0
TivB7,20643,matingpairformationprotein,Inc?,pB12,461,95.4
TivB7,20643,matingpairformationprotein,Inc?,pYS1,321,72.6
TivB7,20643,matingpairformationprotein,Inc?,pRSB223,321,72.6
TivB7,20643,matingpairformationprotein,Inc?,pB1,321,72.6
TivB7,20643,TrbH,Inc?,pI2,153,92.8
TivB7,20643,TrbH,incp,pA1,153,98.0
TivB7,20643,TrbHprotein,incp,pB4,153,92.8
TivB7,20643,TrbH,Inc?,pLME1,153,92.8
TivB7,20643,TrbH,Inc?,pAKD26,153,92.8
TivB7,20643,TrbH,Inc?,pTB30,153,92.8
TivB7,20643,TrbH,Inc?,pNB8c,153,92.8
TivB7,20643,TrbH,incp,pCNB,153,92.8
TivB7,20643,TrbH,Inc?,pC1-1,153,92.8
TivB7,20643,TrbHprotein,incp,pKJK5,151,75.2
TivB7,20643,TrbH,Inc?,pAKD34,149,73.9
TivB7,20643,TrbH,Inc?,pAKD25,149,73.9
TivB7,20643,TrbH,Inc?,pAKD16,149,73.9
TivB7,20643,TrbHprotein,Inc?,p712,149,73.9
TivB7,51461,TrbH,Inc?,pSRC119-A/C,152,77.0
TivB7,51461,putativematingpairformationproteinTrbH,Inc?,pMBUI2,152,*
TivB7,14544,TrbH,Inc?,pOU7519,229,*
TivB7,14544,TrbHprotein,Inc?,pSCV50,200,86.5
TivB7,19602,TrbHprotein,Inc?,pMCBF6,165,*
TivB7,19890,matingpairformationprotein,Inc?,pDS3,320,73.1
TivB7,19890,matingpairformationprotein,Inc?,pDTC28,320,73.1
TivB7,19890,matingpairformationprotein,Inc?,pKSP212,320,73.1
TivB7,19890,TrbH,Inc?,pBHB,164,99.4
TivB7,19890,TrbH,Inc?,pAKD1,163,93.3
TivB7,19890,TrbH,Inc?,pW2,162,99.4
TivB7,19890,TrbH,Inc?,pAKD33,162,99.4
TivB7,19890,TrbH:matingpairformationprotein,Inc?,pMBUI8,162,99.4
TivB7,19890,TrbH,Inc?,pAKD18,162,99.4
TivB7,19890,TrbH,Inc?,pAKD31,162,99.4
TivB7,19890,TrbHprotein,Inc?,pB8.,162,99.4
TivB7,19890,TrbH,Inc?,pAKD17,162,99.4
TivB7,19890,TrbH,Inc?,pAKD15,162,99.4
TivB7,19890,TrbH,Inc?,pAKD14,162,99.4
TivB7,19890,TrbHprotein,incp,pADP-1,162,99.4
TivB7,19890,TrbHprotein,Inc?,pA22732-IMP,162,99.4
TivB7,19890,TrbH,Inc?,R906,162,99.4
TivB7,19890,matingpairformationproteinTrbH,Inc?,pTSA,162,99.4
TivB7,19890,TrbH,Inc?,R772,162,99.4
TivB7,19890,TrbH,incp,pUO1,162,99.4
TivB7,19890,TrbH,Inc?,BRA100,162,99.4
TivB7,19890,TrbH,Inc?,pAKD29,162,99.4
TivB7,19890,TrbHprotein,Inc?,pAAA83,162,99.4
TivB7,19890,TrbH,incp,R751,162,*
TivB7,19890,matingpairformation,incp,pJP4,154,100.0
TivB7,19890,TrbH,incp,pBP136,154,89.5
TivB7,53127,"putativelipoprotein,putativeTraVprotein",Inc?,pVSAL840,133,*
TivB7,18783,TraV,Inc?,pK351,179,95.4
TivB7,18783,TraV,Inc?,pKOX,179,95.4
TivB7,18783,ProteinTraV,Inc?,pP10164-NDM,179,95.4
TivB7,101921,TrbH,Inc?,pSinA,147,*
TivB7,76285,TraVprotein,Inc?,pSE11-2,177,*
TivB7,87870,trwHprotein,incw,pMAK3,47,100.0
TivB7,87870,TrwH,Inc?,IncW,47,*
TivB7,83472,TraVprotein,Inc?,pSGSC3045-121,89,*
TivB8,47893,virB8familyprotein,Inc?,1,212,*
TivB8,13837,TraE,Inc?,pEC,239,100.0
TivB8,13837,TraE,Inc?,9,239,*
TivB8,13837,TraE,Inc?,pKPC,235,100.0
TivB8,13837,TraE,Inc?,pKPC,235,100.0
TivB8,13837,TraE,Inc?,pVQS1,232,100.0
TivB8,13837,"TraE,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex,VirB8",Inc?,pIMP-HZ1,232,100.0
TivB8,13837,TraE,Inc?,pYD626E,232,100.0
TivB8,13837,TraE,Inc?,pHHA45,232,100.0
TivB8,13837,TraE,Inc?,12,232,100.0
TivB8,13837,TraE,incn,R46,232,98.3
TivB8,13837,"TraE,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex,VirB8",Inc?,pIMP-1495,232,100.0
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,pKPN-b9c,232,99.6
TivB8,13837,typeIVsecretionsystemproteinVirB8,Inc?,pZH063,232,100.0
TivB8,13837,TraE,Inc?,pKT58A,232,100.0
TivB8,13837,TraE,Inc?,pCF8698,232,100.0
TivB8,13837,traE,Inc?,pLK75,232,100.0
TivB8,13837,TraEprotein,Inc?,pQNR2078,232,100.0
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,1205p3,232,100.0
TivB8,13837,TraE,Inc?,pEcNDM0,232,100.0
TivB8,13837,TraE,Inc?,pEcNDM1,232,100.0
TivB8,13837,traE,Inc?,pLK78,232,100.0
TivB8,13837,TraE,Inc?,pBK32602,232,100.0
TivB8,13837,TraE,Inc?,pH1038-142,232,100.0
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,pKPC-860,232,100.0
TivB8,13837,TraE,Inc?,pKC394,232,100.0
TivB8,13837,TraE,incn,pMUR050,232,100.0
TivB8,13837,TraW,Inc?,pOW16C2,232,100.0
TivB8,13837,TraE,Inc?,pKOX105,232,100.0
TivB8,13837,TraEprotein,incn,pMAK2,232,100.0
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,pKPC-47e,232,100.0
TivB8,13837,TraE,Inc?,pECN580,232,100.0
TivB8,13837,TraEprotein,Inc?,pACN001-A,232,100.0
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,pKPC,232,100.0
TivB8,13837,TraE,Inc?,pNL194,232,98.3
TivB8,13837,"TraE,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex,VirB8",Inc?,pHKU1,232,100.0
TivB8,13837,TraE,Inc?,pBK28009,232,100.0
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,unnamed,232,100.0
TivB8,13837,TraE,Inc?,pKP1433,232,99.6
TivB8,13837,"TraE,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex,VirB8",Inc?,pKo6,232,100.0
TivB8,13837,TraE,Inc?,pL2-43,232,100.0
TivB8,13837,InnermembraneproteinVirB8,Inc?,pMR3-OXA181,232,100.0
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,pKPC-56a,232,100.0
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,pKPC-1c5,232,100.0
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,pKPC-e4e,232,100.0
TivB8,13837,TraE,Inc?,pIMP-HZ1,232,100.0
TivB8,13837,TraE,Inc?,pBK31551,232,100.0
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,pKPC-629,232,100.0
TivB8,13837,hypotheticalprotein,incn,pLEW517,232,100.0
TivB8,13837,TraE,Inc?,pZS50,232,100.0
TivB8,13837,TraE,Inc?,pNDM-ECS01,231,76.2
TivB8,13837,typeIVsecretionsystemproteinVirB8,Inc?,pEC448,231,75.8
TivB8,13837,TypeIVsecretionsystemproteinvirB8,Inc?,pYNKP001-NDM,231,76.2
TivB8,13837,TraE(VirB8-typeinnermembraneprotein),Inc?,pJIE137,231,75.8
TivB8,13837,TraE,Inc?,p271A,231,76.2
TivB8,13837,ConjugativeproteinTraE,Inc?,pKPC-SMH,231,75.8
TivB8,13837,typeIVsecretionofT-DNAVirB8,Inc?,p34983-59.134kb,231,75.8
TivB8,13837,TraE,Inc?,pTR3,231,76.2
TivB8,13837,TraE,Inc?,pTR4,231,76.2
TivB8,13837,typeIVsecretionsystemproteinVirB8,Inc?,p34998-53.129kb,231,75.8
TivB8,13837,"InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex,VirB8",Inc?,pNDM-BTR,204,100.0
TivB8,13832,virB8familyprotein,Inc?,pMHa,239,*
TivB8,13976,rcorf128,ri/ti,pRi2659,237,93.2
TivB8,13976,VirB8,Inc?,pTiAB2/73,237,*
TivB8,13976,VirB8protein,Inc?,pTil5955.,237,76.8
TivB8,13976,typeIVsecretionsystemproteinVirB8,ri/ti,pTi,237,76.8
TivB8,13976,virB8,Inc?,unnamed,230,77.0
TivB8,46378,typeIVsecretionsystemproteinvirB8,Inc?,2,241,80.5
TivB8,46378,TraJprotein,proma,pSB102,241,*
TivB8,13888,TrbJentryexclusionduringconjugationprotein,Inc?,pDS1,256,86.9
TivB8,13888,TrbJ,Inc?,pHNFP671,256,94.5
TivB8,13888,TrbJ,Inc?,pHS102707,239,*
TivB8,73317,typeIVsecretionsystemproteinvirB8,Inc?,:,238,*
TivB8,73317,TraE,Inc?,pN-Cit,238,100.0
TivB8,73317,TraE,Inc?,PCN061p4,238,100.0
TivB8,73317,typeIVsecretionsystemproteinVirB8,Inc?,unnamed,238,100.0
TivB8,72420,TrbJ,Inc?,pEP5289,258,100.0
TivB8,72420,TrbJ,Inc?,pNGTCDC08107,258,100.0
TivB8,72725,TrbJ,Inc?,pPHDP60,252,*
TivB8,14364,typeIVsecretorypathwayVirB8component,Inc?,DNA,232,99.6
TivB8,14364,VirB8familyprotein,Inc?,pSPHCH01,232,*
TivB8,14364,TypeIVsecretionsystemproteinvirB8,Inc?,pEP2,229,76.9
TivB8,97828,TypeIVsecretionsystemproteinvirB8,Inc?,pFORC14,229,*
TivB8,14411,TypeIVsecretionsystemproteinvirB8,Inc?,pSfHH103c,231,98.3
TivB8,14411,"TypeIVsecretorypathway,componentVirB8",Inc?,pRmeGR4a,231,*
TivB8,14411,VirB8familyprotein,Inc?,pOANT01,231,77.5
TivB8,14411,TypeIVsecretorypathwaycomponentVirB8,Inc?,pAtS4a,230,80.0
TivB8,14414,TrwG,Inc?,IncW,231,99.6
TivB8,15281,ygiC,Inc?,R721,216,83.5
TivB8,15281,typeIVsecretionsystemprotein,Inc?,pHNLDH19,215,100.0
TivB8,15281,MinorpilinoftypeIVsecretioncomplex(VirB5),Inc?,pVT553,215,99.5
TivB8,15281,MinorpilinoftypeIVsecretioncomplex(VirB5),Inc?,pSH146,215,99.5
TivB8,15281,TrbJ,Inc?,pBK15692,215,100.0
TivB8,15281,typeIVsecretionsystemprotein,Inc?,pHNY2,215,100.0
TivB8,15281,YgiCprotein,Inc?,pCTXM132,215,100.0
TivB8,15281,TraJ,Inc?,pmcr1,213,82.7
TivB8,15281,VirB5,Inc?,pAF23,213,83.6
TivB8,15281,MinorpilinoftypeIVsecretioncomplex(VirB5),Inc?,pRM12761,213,83.6
TivB8,15281,MinorpilinoftypeIVsecretioncomplex(VirB5),Inc?,pRM13516,213,83.6
TivB8,14551,virB8familyprotein,Inc?,unnamed,242,99.2
TivB8,14551,VirB8protein,Inc?,pSD11,228,82.5
TivB8,14551,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex2CVirB8,Inc?,p93-531-1,228,82.9
TivB8,14551,Pilx8,Inc?,pJIE143,228,82.9
TivB8,14551,"VirB8,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex",Inc?,pSEEH1578,228,82.9
TivB8,14551,Pilx8,Inc?,pJEG012,228,82.9
TivB8,14551,pilx8,Inc?,pmcr1,228,82.9
TivB8,14551,membraneprotein,Inc?,unnamed1,228,82.9
TivB8,14551,IncXtypeIVsecretionsystemproteinVirB8,Inc?,pUMNF18,228,82.9
TivB8,14551,TriGprotein,Inc?,pBS512,228,82.9
TivB8,14551,Pilx8,Inc?,pSAM7,228,82.9
TivB8,14551,"VirB8,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex",Inc?,pSH696,228,82.9
TivB8,14551,Pilx8,Inc?,pESTMCR,228,82.9
TivB8,14551,"VirB8,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex",Inc?,pSH163,228,82.9
TivB8,14551,VirB8,Inc?,pAF48,228,82.9
TivB8,14551,"VirB8,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex",Inc?,pSH146,228,82.9
TivB8,13083,PutativetypeIVsecretionsystemproteinvirB8,Inc?,MGMAQ,251,*
TivB8,45430,TrbJplasmidentryexclusionprotein,Inc?,pMBUI1,261,100.0
TivB8,45430,TrbJmatingpairformationprotein,Inc?,QKH54,261,*
TivB8,45430,TrbJplasmidentryexclusionprotein,Inc?,pKS208,259,81.2
TivB8,21285,Uncharacterizedprotein,Inc?,pMAR7,181,79.1
TivB8,21285,predictedprotein,Inc?,pMAR2,181,79.1
TivB8,21285,TrbJ,Inc?,pGUE-NDM,147,97.3
TivB8,21285,TrbJprotein,Inc?,pHeBE7,147,97.3
TivB8,21285,TrbJ,Inc?,pEC,147,*
TivB8,21285,TrbJprotein,Inc?,pMC-NDM,147,97.3
TivB8,21285,TrbJ,Inc?,pEC,140,81.7
TivB8,21285,TrbJ,Inc?,pEC,140,81.7
TivB8,21285,TrbJ,Inc?,pKF3-140,126,81.7
TivB8,21285,putativemembraneprotein,Inc?,p1ESCUM,126,82.5
TivB8,21285,TrbJ,Inc?,pAPEC-O2-ColV,120,97.5
TivB8,21285,w0088,Inc?,pSFO157,120,98.3
TivB8,21285,FpilusassemblyinnermembraneproteinTrbJ,Inc?,pUTI89,115,81.7
TivB8,21285,proteinTrbJ,Inc?,pSJ,115,81.7
TivB8,21285,trbJ,incf,R100,115,81.7
TivB8,21285,FpilusassemblyinnermembraneproteinTrbJ,Inc?,pHK09,115,81.7
TivB8,21285,FpilusassemblyinnermembraneproteinTrbJ,Inc?,pHK08,115,81.7
TivB8,21285,FpilusassemblyinnermembraneproteinTrbJ,Inc?,pHK01,115,81.7
TivB8,21285,FpilusassemblyinnermembraneproteinTrbJ,Inc?,pCC1410-1,115,81.7
TivB8,21285,TrbJprotein,incf,pO86A1,115,81.7
TivB8,21285,FpilusassemblyinnermembraneproteinTrbJ,Inc?,pHK23a,115,81.7
TivB8,21285,FpilusassemblyinnermembraneproteinTrbJ,Inc?,pCC1409-1,115,81.7
TivB8,21285,TrbJ,Inc?,pXZ,115,81.7
TivB8,21285,FpilusassemblyinnermembraneproteinTrbJ,Inc?,pFOS-HK151325,115,81.7
TivB8,21285,TrbJ,incf,pC15-1a,115,81.7
TivB8,21285,proteinTrbJ,Inc?,981p2,115,81.7
TivB8,21285,FpilusassemblyinnermembraneproteinTrbJ,Inc?,pHN3A11,115,81.7
TivB8,21285,TrbJ,incf,p1658/97,113,82.3
TivB8,21285,trbJ,incf,F,113,82.3
TivB8,21285,TrbJ,Inc?,pAPEC-O1-ColBM,113,85.0
TivB8,97188,virB8familyprotein,Inc?,pBVB,245,*
TivB8,36640,TypeIVsecretionsystemproteinvirB8,Inc?,Drgb7,848,*
TivB8,73128,virB8familyprotein,Inc?,2,243,*
TivB8,12497,matingpairformationprotein,Inc?,pB12,461,95.4
TivB8,12497,matingpairformationprotein,Inc?,pB1,321,72.6
TivB8,12497,matingpairformationprotein,Inc?,pYS1,321,72.6
TivB8,12497,matingpairformationprotein,Inc?,pRSB223,321,72.6
TivB8,12497,matingpairformationprotein,Inc?,pDS3,320,73.1
TivB8,12497,matingpairformationprotein,Inc?,pDTC28,320,73.1
TivB8,12497,matingpairformationprotein,Inc?,pKSP212,320,73.1
TivB8,12497,TrbF,Inc?,pNB8c,262,80.9
TivB8,12497,TrbF,Inc?,pC1-1,262,80.9
TivB8,12497,TrbF,Inc?,pTB30,262,80.9
TivB8,12497,TrbFprotein,incp,pB4,262,80.9
TivB8,12497,TrbF,Inc?,pLME1,262,80.9
TivB8,12497,TrbF,Inc?,pI2,262,80.9
TivB8,12497,TrbF,incp,pCNB,262,80.9
TivB8,12497,TrbF,incp,pA1,262,82.1
TivB8,12497,TrbF,Inc?,pAKD26,262,80.9
TivB8,12497,matingpairformationproteinTrbF,Inc?,pTSA,260,97.3
TivB8,12497,TrbF,Inc?,R772,260,96.9
TivB8,12497,virB8familyprotein,Inc?,pBII,260,97.3
TivB8,12497,TrbF,incp,R751,260,96.9
TivB8,12497,TrbF:matingpairformationprotein,Inc?,pMBUI8,260,97.3
TivB8,12497,TrbFprotein,Inc?,pAAA83,260,97.3
TivB8,12497,TrbF,incp,pBP136,260,96.5
TivB8,12497,TrbF,Inc?,R906,260,96.9
TivB8,12497,TrbF,Inc?,pAKD18,260,96.9
TivB8,12497,TrbF,Inc?,pAKD14,260,96.9
TivB8,12497,TrbF,Inc?,pAKD17,260,96.9
TivB8,12497,TrbF,Inc?,pAKD33,260,96.9
TivB8,12497,TrbF,incp,pUO1,260,97.3
TivB8,12497,TrbF,Inc?,pAKD31,260,96.9
TivB8,12497,TrbF,Inc?,BRA100,260,96.9
TivB8,12497,TrbFprotein,Inc?,pB8.,260,97.3
TivB8,12497,TrbF,Inc?,pAKD1,260,96.5
TivB8,12497,TrbFprotein,Inc?,pA22732-IMP,260,97.3
TivB8,12497,TrbF,Inc?,pBHB,260,96.9
TivB8,12497,TrbFprotein,incp,pADP-1,260,96.9
TivB8,12497,TrbF,Inc?,pAKD15,260,96.9
TivB8,12497,TrbF,Inc?,pAKD29,260,96.9
TivB8,12497,TrbF,Inc?,pW2,260,*
TivB8,12497,matingpairformation,incp,pJP4,154,100.0
TivB8,98212,cmgB8,Inc?,pTet,220,100.0
TivB8,98212,pTet23,Inc?,pTet,220,100.0
TivB8,98212,TypeIVsecretionsystemproteinvirB8,Inc?,pOR12TET,220,100.0
TivB8,46344,hypotheticalprotein,Inc?,pRPIC01,242,99.2
TivB8,46344,hypotheticalprotein,Inc?,pRp12D03,242,*
TivB8,46344,virB8familyprotein,Inc?,unnamed,242,99.2
TivB8,12498,TrbJ,Inc?,pAKD1,254,70.5
TivB8,12498,matingpairformationproteinTrbJ,Inc?,pHP-42,253,75.2
TivB8,46249,TrbJ,Inc?,PLAsvaD,244,*
TivB8,46271,TypeIVsecretionsystemproteinvirB8,Inc?,pPRF81a,243,*
TivB8,12622,putativeentryexclusionprotein,Inc?,complete,258,99.6
TivB8,12622,entryexclusionduringconjugationprotein,Inc?,pWEC911,258,100.0
TivB8,12622,entryexclusionduringconjugationprotein,Inc?,pG527,258,*
TivB8,12622,TrbJprotein,incp,pBS228,258,99.6
TivB8,46003,VirB8,Inc?,pAH227,249,94.0
TivB8,46003,VirB8protein,incu,pRA3,249,94.0
TivB8,46003,virB8protein,Inc?,pNA6,249,94.0
TivB8,12555,TypeIVsecretionsystemproteinvirB8,Inc?,Drgb7,848,*
TivB8,26501,putativepilusassemblyinnermembraneproteinTrbJ,Inc?,p1018,104,94.2
TivB8,26501,TrbJ,Inc?,pYD786-2,100,78.0
TivB8,26501,TrbJprotein,Inc?,pECSF1,95,93.7
TivB8,26501,TrbJ,Inc?,pKF3-70,95,90.5
TivB8,26501,TrbJ,Inc?,pEG430-2,95,90.5
TivB8,26501,proteinTrbJ,Inc?,pAPEC-O78-ColV,95,74.7
TivB8,26501,TrbJ,Inc?,pHK17a,95,91.6
TivB8,26501,PutativeTrbJ,incf,pIP1206,94,79.7
TivB8,26501,ProteinTrbJ,Inc?,p3PCN033,93,92.5
TivB8,26501,trbJ,Inc?,pFAM22871,93,92.5
TivB8,26501,proteintrbJ,Inc?,pDM0133,93,92.5
TivB8,26501,TrbJ,Inc?,pCERC3,93,92.5
TivB8,26501,TrbJ,Inc?,pVM01,93,91.4
TivB8,26501,TrbJ,Inc?,pKPC-LKEc,93,92.5
TivB8,26501,TrbJ,Inc?,pEC958,90,93.3
TivB8,26501,TrbJprotein,Inc?,pTC1,90,93.3
TivB8,26501,putativemembraneprotein,Inc?,AC2901,90,93.3
TivB8,26501,TrbJ,Inc?,pYHCC,90,93.3
TivB8,26501,hypotheticalprotein,Inc?,pSF07201,89,93.3
TivB8,72887,virB8familyprotein,Inc?,unnamed,242,99.2
TivB8,97938,virB8familyprotein,Inc?,pYAC,227,*
TivB8,97938,TriGprotein,Inc?,unnamed,227,100.0
TivB8,12683,matingpairformationprotein,Inc?,pDTC28,320,73.1
TivB8,12683,Trbjprotein,Inc?,unnamed,261,74.8
TivB8,12683,matingpairformationprotein,Inc?,pSMC1,261,74.8
TivB8,12683,matingpairformationproteinTrbJ,Inc?,R485,259,72.6
TivB8,12683,TrbJ,Inc?,pAKD26,257,*
TivB8,12683,entryexclusionduringconjugationprotein,Inc?,pRSB223,257,95.7
TivB8,12683,TrbJ,Inc?,pI2,257,100.0
TivB8,12683,TrbJprotein,incp,pB4,257,89.9
TivB8,12683,TrbJ,incp,pCNB,257,100.0
TivB8,12683,TrbJ,Inc?,pLME1,257,100.0
TivB8,12683,entryexclusionduringconjugationprotein,Inc?,pYS1,257,91.4
TivB8,12683,TrbJ,Inc?,pTB30,257,100.0
TivB8,12683,entryexclusionduringconjugationprotein,Inc?,pB12,257,99.6
TivB8,12683,TrbJentryexclusionduringconjugationprotein,incp,pIJB1,257,73.3
TivB8,12683,TrbJ,Inc?,pC1-1,257,100.0
TivB8,12683,TrbJ,Inc?,pNB8c,257,100.0
TivB8,12683,TrbJ,incp,pA1,257,96.9
TivB8,12683,TrbJentryexclusionduringconjugationprotein,Inc?,pAKD4,257,74.4
TivB8,12683,entryexclusionduringconjugationprotein,Inc?,pB1,257,89.9
TivB8,12683,TrbJprotein,incp,pKJK5,256,71.2
TivB8,12683,TrbJ,Inc?,pAKD25,255,78.2
TivB8,12683,TrbJprotein,Inc?,pMCBF6,255,76.7
TivB8,12683,TrbJ,Inc?,pAKD34,255,78.2
TivB8,12683,TrbJ,Inc?,pAKD16,255,78.2
TivB8,12683,entryexclusionduringconjugationprotein,Inc?,pEMT3,255,78.2
TivB8,12683,TrbJ,incp,pBP136,254,76.3
TivB8,12683,TrbJ,Inc?,pAKD17,254,73.9
TivB8,12683,TrbJprotein,Inc?,pA22732-IMP,254,73.9
TivB8,12683,TrbJprotein,incp,pADP-1,254,73.9
TivB8,12683,TrbJ,Inc?,pAKD29,254,73.9
TivB8,12683,matingpairformationproteinTrbJ,Inc?,pTSA,254,73.9
TivB8,12683,TrbJ,Inc?,R906,254,73.9
TivB8,12683,TrbJ,incp,R751,254,73.9
TivB8,12683,TrbJ,Inc?,R772,254,73.9
TivB8,12683,TrbJ,Inc?,BRA100,254,73.9
TivB8,12683,TrbJprotein,Inc?,pAAA83,254,73.9
TivB8,12683,TrbJ,Inc?,pAKD15,254,73.9
TivB8,12683,TrbJ,Inc?,pAKD14,254,73.9
TivB8,12683,TrbJ,Inc?,pAKD18,254,73.9
TivB8,12683,TrbJprotein,Inc?,pB8.,254,73.9
TivB8,12683,TrbJ,incp,pUO1,254,73.9
TivB8,12683,TrbJ:entryexclusionduringconjugationprotein,Inc?,pMBUI8,254,73.9
TivB8,12683,TrbJ,Inc?,pAKD31,254,73.9
TivB8,12683,hypotheticalproteinR751p38,Inc?,pDB1,254,73.9
TivB8,12683,TrbJ,Inc?,pAKD33,254,73.9
TivB8,12683,TrbJ,Inc?,pW2,254,73.9
TivB8,12683,TrbJ,Inc?,pBHB,245,74.0
TivB8,12683,matingpairformation,incp,pJP4,154,100.0
TivB8,12683,entryexclusionduringconjugationprotein,Inc?,pDS3,75,98.7
TivB8,12683,entryexclusionduringconjugationprotein,Inc?,pKSP212,75,98.7
TivB8,12100,TrbJ,Inc?,pSRC119-A/C,278,74.3
TivB8,12100,putativematingpairformationproteinTrbJ,Inc?,pMBUI2,266,*
TivB8,13700,pilusassemblyprotein,Inc?,pEC15II,377,80.6
TivB8,13700,pilusassemblyprotein,Inc?,pSTY3-1898,377,80.9
TivB8,13700,pilusassemblyprotein,Inc?,pSTY1,353,72.5
TivB8,13700,pilusassemblyprotein,Inc?,p12-4374,353,72.5
TivB8,13700,pilusassemblyprotein,Inc?,pSE12-5,353,72.1
TivB8,13700,pilusassemblyprotein,Inc?,pCFSAN002069,353,72.5
TivB8,13700,pilusassemblyprotein,Inc?,pSA02DT10168701,353,72.5
TivB8,13700,pilusassemblyprotein,Inc?,pKPC,351,77.8
TivB8,13700,pilusassemblyprotein,Inc?,p500,351,77.4
TivB8,13700,pilusassemblyprotein,Inc?,pUHKPC05-43,351,77.4
TivB8,13700,pilusassemblyprotein,Inc?,pKpN01-NDM7,351,77.4
TivB8,13700,pilusassemblyprotein,Inc?,pUHKPC07-74.026kb,351,77.4
TivB8,13700,pilusassemblyprotein,Inc?,unnamed2,351,77.4
TivB8,13700,pilusassemblyprotein,Inc?,pKPN-819,351,77.4
TivB8,13700,pilusassemblyprotein,Inc?,pCAV1043-58,351,76.7
TivB8,13700,pilusassemblyprotein,Inc?,pUHKPC33-43.380kb,351,77.4
TivB8,13700,pilusassemblyprotein,Inc?,p34618-43.380kb,351,77.4
TivB8,13700,pilusassemblyprotein,Inc?,pKpN06-NDM7,351,77.4
TivB8,13700,pilusassemblyprotein,Inc?,unnamed,351,77.4
TivB8,13700,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex(VirB8),Inc?,pNDM,242,97.1
TivB8,13700,PilX8,Inc?,pIncX-SHV,242,97.1
TivB8,13700,VirB8,Inc?,pJEG027,242,97.1
TivB8,13700,virB8,Inc?,pNDM5,242,97.1
TivB8,13700,VirB8,Inc?,pKpS90,242,97.1
TivB8,13700,PilX8,Inc?,pBK31567,242,90.5
TivB8,13700,TypeIVsecretionsystemproteinvirB8,Inc?,pOXA181,242,97.1
TivB8,13700,IncXtypeIVsecretionsystemproteinVirB8,Inc?,pEC14,242,97.9
TivB8,13700,pilX8,Inc?,pKS22,242,97.1
TivB8,13700,TriGprotein,Inc?,pEc1929,242,97.1
TivB8,13700,"InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex,PilX8",Inc?,pEc2A,242,99.2
TivB8,13700,Pilx8,Inc?,pMNCRE44,242,97.1
TivB8,13700,incxtypeIVsecretionsystemproteinvirB8,Inc?,p112298-NDM,242,97.1
TivB8,13700,VirB8,Inc?,pYQ13500-NDM,242,97.1
TivB8,13700,PilX8,Inc?,p45-IncX3,242,97.1
TivB8,13700,PilX8,Inc?,pYD786-3,240,81.0
TivB8,13700,PilX8,Inc?,pNGX2-QnrS1,240,81.0
TivB8,13700,PilX8,Inc?,pEBG1,240,81.0
TivB8,13700,Putativepilx8protein,Inc?,p2ESCUM,237,80.2
TivB8,13700,typeIVsecretionsystemVirB8component,Inc?,pCFSAN000316,237,80.2
TivB8,13700,"PilX8protein,T4SSVirB8component",Inc?,R485,237,80.2
TivB8,13700,pilx8protein,Inc?,p3246,237,80.2
TivB8,13700,IncXtypeIVsecretionsystemproteinVirB8,Inc?,pRPEC180,237,80.2
TivB8,13700,typeIVsecretionsystemproteinvirB8,Inc?,pSARA30,237,80.2
TivB8,13700,VirB8,Inc?,pE001,237,79.7
TivB8,13700,typeIVsecretionsystemVirB8component,Inc?,pOU1114,237,80.2
TivB8,13700,InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex2CVirB8,Inc?,pA5468,237,79.7
TivB8,13700,"InnermembraneproteinformschannelfortypeIVsecretionofT-DNAcomplex,VirB8",Inc?,pFORC7,237,80.2
